Track,Week,Phase,Weekly Theme,Session Title,What the week is about,Video length / style,Current video ID,Reused?,Action,Also used by weeks,NEW VIDEO URL,Notes
Teen,25,2,The Stories That No Longer Serve,Writing the Update,"In Phase 1 we found the stories running in the background. Now we do something about them. Not all stories are ready to go — but some of them are. This week we write the upgrade: the same events, a more complete interpretation, a new author in charge.","4–8 min · a real person telling a real story · TED-Ed, a creator's own channel, or a short doc — no lecture",D9Ihs241zeg,,KEEP,,,
Teen,26,2,Integration — What We Have Released,Threshold Crossing,"Thirteen weeks of unlearning. Today we close Phase 2 by taking stock of what you've actually released — not what you've fixed, but what you've set down. What's lighter. What has more space. And what you're walking into Phase 3 with that you didn't have before.","4–8 min · a real person telling a real story · TED-Ed, a creator's own channel, or a short doc — no lecture",jqONINYF17M,YES,REPLACE,"13, 39",,duplicate of week 13
Teen,27,3,Who Are You Now? — Rebuilding Identity,The First Brick,"After two phases of looking honestly at what you've absorbed and what you're releasing, we arrive at the most important question of Phase 3: who are YOU? Not the roles, not the labels, not the history. The actual you — right now — with the agency to choose who you're becoming. Today we begin building that deliberately.","4–8 min · a real person telling a real story · TED-Ed, a creator's own channel, or a short doc — no lecture",W1eYrhGeffc,YES,REPLACE,"12, 29",,duplicate of week 12
Teen,28,3,What Do You Actually Value?,Opening the Settings Menu,"Values aren't what you say you believe — they're what you demonstrate with your time, energy, and choices. Most people have never actually thought about what their values are. And most people are living primarily from absorbed values — other people's ideas about what matters — rather than ones they actually chose. This week we get explicit.","4–8 min · a real person telling a real story · TED-Ed, a creator's own channel, or a short doc — no lecture",jHeeHg_MXNE,YES,KEEP,43,,weeks 43 will move off this one
Teen,29,3,The Habits That Build You,Designing the Practice,We mapped habits in Phase 1 and cleared some in Phase 2. Now we build the ones that actually express who you're choosing to be. Not willpower-based habits that burn out — identity-based ones that compound quietly. This is where Phase 3 gets real.,"4–8 min · a real person telling a real story · TED-Ed, a creator's own channel, or a short doc — no lecture",W1eYrhGeffc,YES,REPLACE,"12, 27",,duplicate of week 12
Teen,30,3,Your Body as Foundation,Charging the Hardware,"Everything we've been building — self-awareness, emotional intelligence, identity, values — runs on your physical hardware. Sleep, movement, and how you fuel yourself are not separate from personal development. They ARE personal development. This week we treat the body like the foundation it is.","4–8 min · a real person telling a real story · TED-Ed, a creator's own channel, or a short doc — no lecture",5MuIMqhT8oY,,KEEP,,,
Teen,31,3,The People You Choose,Your Operating Environment,"The people you spend the most time with have more influence on who you become than almost anything else. Not through dramatic conversations — just through daily presence, what gets normalised, what gets reinforced, what gets expanded or contracted. This week we get intentional about who's in your circle.","4–8 min · a real person telling a real story · TED-Ed, a creator's own channel, or a short doc — no lecture",q4g_cxMWnMk,,KEEP,,,
Teen,32,3,How You Speak to Yourself,Redesigning the Soundtrack,The voice in your head is the one you'll hear more than any other person's voice in your entire life. What quality is it? What does it say on a hard day? What does it say when you succeed? What does it say when you first wake up? This week we make that voice deliberately good.,"4–8 min · a real person telling a real story · TED-Ed, a creator's own channel, or a short doc — no lecture",NiuDFBNDoSk,YES,REPLACE,15,,duplicate of week 15
Teen,33,3,Creating Structure That Serves You,Designing the Container,"Structure isn't the enemy of freedom — it's what makes freedom possible. When you design your time deliberately, you stop spending energy deciding what to do next, you protect the things that actually matter, and you stop being at the mercy of whatever is loudest. This week we design your personal architecture.","4–8 min · a real person telling a real story · TED-Ed, a creator's own channel, or a short doc — no lecture",gTaJhjQHcf8,,KEEP,,,
Teen,34,3,"Rest as a Practice, Not a Reward",The Recovery Protocol,"Rest isn't what happens after you've earned it. Rest is part of the practice — just as important as effort, study, and creation. This week we rebuild the relationship with rest: what it actually is, why it matters, and why you might be confusing distraction with recovery.","4–8 min · a real person telling a real story · TED-Ed, a creator's own channel, or a short doc — no lecture",9y1xyXtYAsg,,KEEP,,,
Teen,35,3,Creativity and Expression,Making Without Judging,Creativity isn't a talent some people have and others don't. It is a fundamental human capacity — the ability to make something that didn't exist before and express what is true for you. Most people shut it down by making it about evaluation rather than expression. This week we reclaim it.,"4–8 min · a real person telling a real story · TED-Ed, a creator's own channel, or a short doc — no lecture",WPPPFqsECz0,YES,KEEP,50,,weeks 50 will move off this one
Teen,36,3,Purpose — What You're Here For,Finding the Direction,"Purpose isn't a big dramatic declaration about your future career. It's a direction — the sense that what you're doing matters, connects to something bigger than just you, and expresses something genuine about who you are. This week we find that direction — not as a final answer, but as a starting orientation.","4–8 min · a real person telling a real story · TED-Ed, a creator's own channel, or a short doc — no lecture",fLJsdqxnZb0,,KEEP,,,
Teen,37,3,"Money, Abundance and Your Relationship With Resources",What You've Inherited About Resources,"Money is one of the most loaded, confusing, and rarely discussed topics in most families — which means most of us have absorbed a lot of stories about it without ever examining them. This week we look at what you've inherited about money and resources, and begin to build a healthier relationship with it.","4–8 min · a real person telling a real story · TED-Ed, a creator's own channel, or a short doc — no lecture",8gxNHkQBkF8,,KEEP,,,
Teen,38,3,The Community You Build,Building Real Connection,"Humans are social animals — we are literally designed for community. The quality of your connections isn't a nice extra to sort out later. It's one of the foundations of everything: your mental health, your resilience, your ability to grow. This week we get intentional about building the community you actually want.","4–8 min · a real person telling a real story · TED-Ed, a creator's own channel, or a short doc — no lecture",q4g_cxMWnMg,,KEEP,,,
Teen,39,3,Integration — Who You Are Becoming,What Has Been Built,"Thirteen weeks of rebuilding. Today we close Phase 3 by naming what has actually been built — not what you've fixed or resolved, but what is genuinely present now that wasn't before. And we step toward Phase 4 with something real to bring.","4–8 min · a real person telling a real story · TED-Ed, a creator's own channel, or a short doc — no lecture",jqONINYF17M,YES,REPLACE,"13, 26",,duplicate of week 13
Teen,40,4,From Self-Development to Service,Pointing the Torch Outward,"You've spent almost a year doing serious inner work — seeing yourself clearly, releasing old patterns, building something real. Phase 4 is the turn outward: taking what you've built and offering it to the people around you. Not because you should. Because you genuinely have something to give now.","4–8 min · a real person telling a real story · TED-Ed, a creator's own channel, or a short doc — no lecture",lmyZMtPVodo,,KEEP,,,
Teen,41,4,Teaching What You've Learned,Learning by Giving It Away,"The best way to test whether you actually understand something is to try to explain it to someone else. If you can teach it clearly, you genuinely know it. If you get stuck, you've found where you still have learning to do. This week we teach — and discover what we actually know.","4–8 min · a real person telling a real story · TED-Ed, a creator's own channel, or a short doc — no lecture",FLbqzbAaEiI,,KEEP,,,
Teen,42,4,The Courage to Be Seen,Closing the Gap,"All this inner work — all the honesty and growth and becoming — only matters when it shows up in how you actually live. Phase 4 is about the courage to be genuinely seen: to show up as who you've actually become, not the managed version, not the performance. Today we practise that.","4–8 min · a real person telling a real story · TED-Ed, a creator's own channel, or a short doc — no lecture",iCvmsMzlF7o,YES,REPLACE,22,,duplicate of week 22
Teen,43,4,Living Your Values Under Pressure,The Pressure Test,"Values are easy when everything is fine. The real test is whether they hold when something costs you — when your friends expect something different, when it's easier to compromise, when the pressure to go along is strong. This week we practise holding our values when it actually matters.","4–8 min · a real person telling a real story · TED-Ed, a creator's own channel, or a short doc — no lecture",jHeeHg_MXNE,YES,REPLACE,28,,duplicate of week 28
Teen,44,4,Conflict as a Growth Practice,"Needs, Not Positions","Most people treat conflict as something to avoid or win. Both miss the point. Conflict — handled honestly — is one of the fastest routes to genuine understanding, better relationships, and knowing yourself more clearly. This week we learn how to actually engage conflict rather than manage around it.","4–8 min · a real person telling a real story · TED-Ed, a creator's own channel, or a short doc — no lecture",l7ToNudVd2I,,KEEP,,,
Teen,45,4,Generosity as a Way of Being,Open Hands,"Generosity isn't about grand gestures or having a lot to give. It is a way of being in the world — of arriving at every encounter asking 'what can I offer?' rather than 'what will I get?' It's one of the most powerful orientations available. And research shows it makes the generous person happier, not just the recipient.","4–8 min · a real person telling a real story · TED-Ed, a creator's own channel, or a short doc — no lecture",M7SBFnFvPeY,,KEEP,,,
Teen,46,4,Enough — Living From Sufficiency,Starting From Here,"There is always going to be someone with more followers, better grades, more opportunities, a better body, more popularity. The 'more' game never ends. This week we practise something radical: deciding that what you have right now is enough to start from. Not to stop growing — but to stop waiting.","4–8 min · a real person telling a real story · TED-Ed, a creator's own channel, or a short doc — no lecture",oHGKTZSe_k4,,KEEP,,,
Teen,47,4,The Long Game — Patience and Persistence,Compound Interest for a Person,"We live in an instant culture — instant feedback, instant results, instant gratification. But the most important things in life — character, genuine skill, deep relationships, real wisdom — all take time. This week we practise the orientation of the long game: trusting the process even when you can't see the results yet.","4–8 min · a real person telling a real story · TED-Ed, a creator's own channel, or a short doc — no lecture",TQMbvJNRpLE,,KEEP,,,
Teen,48,4,Leaving People Better Than You Found Them,One Question,"Here is one of the simplest and most powerful practices available to you: leave people slightly better than you found them. Not dramatically — not fixing or saving anyone. Just: they feel slightly more seen, more valued, more capable of being themselves after being with you. That is one of the most significant things a person can do.","4–8 min · a real person telling a real story · TED-Ed, a creator's own channel, or a short doc — no lecture",cDDWvj_q-o8,YES,REPLACE,11,,duplicate of week 11
Teen,49,4,Your Legacy — What You're Building Beyond Yourself,What Do You Want Them to Say?,"Legacy sounds like something old people think about. It isn't. Legacy is what you're building right now — through how you treat people, what you model, what you stand for, what you create. At 16 or 17 or 18, you are already leaving something in the world. Today we think about what that is — and whether it's what you'd choose.","4–8 min · a real person telling a real story · TED-Ed, a creator's own channel, or a short doc — no lecture",qp0HIF3SfI4,,KEEP,,,
Teen,50,4,"Gratitude as a Practice, Not a Feeling",Training the Noticing Muscle,"Gratitude is not a feeling you get when good things happen. It is a deliberate practice — choosing to notice and name what is already present and valuable, even when things aren't perfect. And the research on what it does to your brain and your life is extraordinary. This week we make it a daily practice.","4–8 min · a real person telling a real story · TED-Ed, a creator's own channel, or a short doc — no lecture",WPPPFqsECz0,YES,REPLACE,35,,duplicate of week 35
Teen,51,4,The Ongoing Practice — There Is No Arrival,The Journey Is the Point,"Here's a truth that sounds discouraging at first but becomes liberating: you're never going to be 'finished.' There's no point where you'll have it all together, have figured everything out, or be done growing. And that's actually the best news there is — because it means the journey is the point, not the destination.","4–8 min · a real person telling a real story · TED-Ed, a creator's own channel, or a short doc — no lecture",sPOuCd6cBao,YES,KEEP,52,,weeks 52 will move off this one
Teen,52,4,Integration — A Year of Becoming,The Return With Gifts,"Fifty-two weeks. A whole year. You've seen yourself clearly, released what wasn't yours, built something real, and started living it outward. Today we don't call that finished. We call it the beginning of the rest of a life lived from the inside out. And we acknowledge, together, what was actually done.","4–8 min · a real person telling a real story · TED-Ed, a creator's own channel, or a short doc — no lecture",sPOuCd6cBao,YES,REPLACE,51,,duplicate of week 51
Adult,1,1,The Signal and the Noise,What Are You Actually Receiving?,"Most of us live on autopilot — reacting to noise instead of tuning into what actually matters. The first step in personal growth is learning to tell the difference between your signal (inner wisdom, real values, genuine responses) and the noise (external pressure, inherited stories, fear-based reactions).","8–15 min · TED / RSA / the speaker's own channel · evidence, a personal story, or a concrete how-to",lmyZMtPVodo,YES,KEEP,40,,weeks 40 will move off this one
Adult,2,1,The Stories We Carry,Reading the Code You Were Given,"We all have a narrative running about who we are, what we deserve, and what's possible for us. Most of those narratives were written before we were old enough to question them — by family, culture, early experiences, and how people responded to us. This week we examine the stories.","8–15 min · TED / RSA / the speaker's own channel · evidence, a personal story, or a concrete how-to",D9Ihs241zeg,YES,KEEP,25,,weeks 25 will move off this one
Adult,3,1,The Pattern Interrupt,Finding the Gap,"Once we can see our patterns, the next question is: can we pause before they run? Not suppress them — pause. The space between stimulus and response is where genuine choice lives. This week is about learning to find that space.","8–15 min · TED / RSA / the speaker's own channel · evidence, a personal story, or a concrete how-to",ZizdB0TgAVM,,KEEP,,,
Adult,4,1,What Your Body Is Telling You,Turning the Diagnostics Back On,The body keeps the score — and most of us stopped listening a long time ago. Chronic stress and the cultural pressure to push through means we've learned to override our most reliable source of real-time information. This week we tune back in.,"8–15 min · TED / RSA / the speaker's own channel · evidence, a personal story, or a concrete how-to",OidBsNLjD1Q,,KEEP,,,
Adult,5,1,The Mirror — How We See Ourselves,Recalibrating the Lens,"We don't see ourselves clearly. We see ourselves through a filter built from years of feedback, comparison, shame, and selective memory. This week is about developing accurate self-perception — honest, compassionate, and grounded in evidence.","8–15 min · TED / RSA / the speaker's own channel · evidence, a personal story, or a concrete how-to",haLsNaHmBhE,,KEEP,,,
Adult,6,1,The Comparison Loop,Getting Off the Loop,Comparison is one of the most subtle and pervasive sources of suffering in contemporary life. We compare upward (to those who appear more successful) and downward (to validate our position). Neither makes us genuinely happier. This week we examine the loop — and find the exit.,"8–15 min · TED / RSA / the speaker's own channel · evidence, a personal story, or a concrete how-to",SuF_mdyVNdM,,KEEP,,,
Adult,7,1,The Inner Critic,Naming the Judge,"Most of us have an inner voice far harsher than anything we'd say to someone we love. The inner critic is not healthy self-reflection — it is an internalised judge, often formed in childhood, that works against our growth while appearing to support it. This week we learn to hear it clearly and choose differently.","8–15 min · TED / RSA / the speaker's own channel · evidence, a personal story, or a concrete how-to",IvtZBUSplr4,YES,KEEP,17,,weeks 17 will move off this one
Adult,8,1,Beneath the Surface — Emotions as Data,Reading the Data Stream,"Most of us have two modes with emotions: suppress or flood. We either push them down or get overwhelmed by them. This week we develop a third option: emotions as information. Every emotion is communicating something — about our values, our needs, our history. Learning to read that communication is a core growth skill.","8–15 min · TED / RSA / the speaker's own channel · evidence, a personal story, or a concrete how-to",HJSK3HpgFdM,,KEEP,,,
Adult,9,1,The Wounds We Carry,The Kintsugi Audit,"All of us have been hurt — by people who were supposed to protect us, by experiences that exceeded our capacity to cope, by systems that didn't see us. Some of those experiences left marks that continue to shape how we move through the world. This week we look at what we carry — with honesty, courage, and enormous compassion.","8–15 min · TED / RSA / the speaker's own channel · evidence, a personal story, or a concrete how-to",95ovIJ3dsNk,,KEEP,,,
Adult,10,1,The Masks We Wear,Frontend and Backend,"Most of us present different versions of ourselves in different contexts — and that's not inherently a problem. But when the mask becomes more familiar than the face underneath, we've lost something important. This week we examine the performances we give and the cost of maintaining them.","8–15 min · TED / RSA / the speaker's own channel · evidence, a personal story, or a concrete how-to",iCvmsMzlF7o,YES,KEEP,"20, 22, 42",,"weeks 20, 22, 42 will move off this one"
Adult,11,1,Seeing Others Clearly,Calibrating the Sensor,"We don't just have distorted views of ourselves — we have distorted views of other people. We project our fears, needs, and stories onto others. We mistake interpretation for objective reality. And we often fail to genuinely see the person in front of us. This week we develop clearer perception of others.","8–15 min · TED / RSA / the speaker's own channel · evidence, a personal story, or a concrete how-to",baHrcC8B4WM,,KEEP,,,
Adult,12,1,The Habit Loop — How We Got Here,Mapping the Loops,"Most of our daily behaviour — researchers estimate up to 45% — is habit, not conscious choice. Understanding how habits form, how they're maintained, and what function they serve is the foundation of genuine behaviour change. This week we map the loops.","8–15 min · TED / RSA / the speaker's own channel · evidence, a personal story, or a concrete how-to",-moW9jvvMr4,,KEEP,,,
Adult,13,1,Integration — What We Now See,The Audit Is Complete,"Thirteen weeks of honest looking. This is not the end of seeing clearly — it is the beginning. Phase 1 closes with integration: taking stock of what has shifted, what has become visible, and what you're carrying into Phase 2 with new eyes. This is a threshold, not a summary.","8–15 min · TED / RSA / the speaker's own channel · evidence, a personal story, or a concrete how-to",sPOuCd6cBao,YES,KEEP,"26, 39, 51, 52",,"weeks 26, 39, 51, 52 will move off this one"
Adult,14,2,The Permission You're Still Waiting For,You Are the Authority,"Many of us are living on hold — waiting for someone to tell us it's okay to start, to change, to be who we actually are. We're waiting for a parent's approval, a partner's green light, the right moment, or enough confidence. This week we examine the permission we've been waiting for — and recognise that it was always ours to give.","8–15 min · TED / RSA / the speaker's own channel · evidence, a personal story, or a concrete how-to",iG9CE55wbtY,YES,KEEP,27,,weeks 27 will move off this one
Adult,15,2,Letting Go of Who You Were Supposed to Be,Default Settings and Custom Configuration,"Most of us are carrying an image of who we were supposed to become — defined by family expectation, cultural script, early ambition, or the version of success we absorbed from our environment. When life doesn't match that image, it can feel like failure. This week we examine that image — and ask whether it was ever actually ours.","8–15 min · TED / RSA / the speaker's own channel · evidence, a personal story, or a concrete how-to",NiuDFBNDoSk,YES,KEEP,32,,weeks 32 will move off this one
Adult,16,2,The Forgiveness Loop,Completing the Process,Unforgiveness is one of the heaviest things a human being can carry. Not because the other person deserves forgiveness — but because the person carrying the resentment is the one paying the physiological and psychological cost. This week we examine what forgiveness actually is — and what it isn't.,"8–15 min · TED / RSA / the speaker's own channel · evidence, a personal story, or a concrete how-to",Ik_V3UIqoQ0,,KEEP,,,
Adult,17,2,Forgiving Yourself,Clearing the Cache,"For many people, forgiving others is difficult — but forgiving themselves is nearly impossible. We hold ourselves to a standard of perfection that we would never apply to someone we loved. The result is a chronic state of internal prosecution — always on trial, never acquitted. This week we examine what it would mean to finally offer yourself the verdict of enough.","8–15 min · TED / RSA / the speaker's own channel · evidence, a personal story, or a concrete how-to",IvtZBUSplr4,YES,REPLACE,7,,duplicate of week 7
Adult,18,2,Rewiring the Critic — Building the Inner Coach,Building the Better Architecture,"In Phase 1 we identified the inner critic — where it came from and what it costs. Now, in Phase 2, we do the rewiring. This is not about silencing the critical voice forever. It is about replacing it with something more functional: an inner coach who is honest, grounded, and genuinely on your side.","8–15 min · TED / RSA / the speaker's own channel · evidence, a personal story, or a concrete how-to",pN34FNbOKXc,,KEEP,,,
Adult,19,2,Breaking the People-Pleasing Pattern,Reorienting the Function,"People-pleasing is rarely about kindness. It is almost always about fear — fear of conflict, rejection, disapproval, or the discomfort of being seen as inadequate. The result is a life lived in service of other people's comfort at the expense of one's own authenticity and wellbeing. This week we examine the pattern — and begin to dismantle it.","8–15 min · TED / RSA / the speaker's own channel · evidence, a personal story, or a concrete how-to",MIte_1vcOqs,,KEEP,,,
Adult,20,2,Unlearning Scarcity — There Is Enough,Uninstalling the Scarcity Operating System,"Scarcity thinking is one of the most pervasive and unexamined belief systems in contemporary life. It runs in the background of most decisions — there isn't enough time, money, love, opportunity, or worthiness to go around. This week we examine the scarcity operating system and explore what becomes possible when we uninstall it.","8–15 min · TED / RSA / the speaker's own channel · evidence, a personal story, or a concrete how-to",iCvmsMzlF7o,YES,REPLACE,"10, 22, 42",,duplicate of week 10
Adult,21,2,The Relationships That Shaped You,Structural Assessment,"We are relational beings. The relationships that formed us — primary caregivers, siblings, early friendships, romantic partners, authority figures — have shaped our templates for intimacy, trust, conflict, and belonging. This week we examine those templates honestly, with the goal of choosing which ones to carry forward.","8–15 min · TED / RSA / the speaker's own channel · evidence, a personal story, or a concrete how-to",WjOowWxOXCg,,KEEP,,,
Adult,22,2,Setting Down the Armour,Updating the Security System,"We all developed protective mechanisms — ways of keeping ourselves safe from vulnerability, hurt, and rejection. Those mechanisms were often necessary once. But armour that once protected you can become a prison. This week we examine what we're defended against, what the defence is costing us, and what becomes possible when we begin to set it down.","8–15 min · TED / RSA / the speaker's own channel · evidence, a personal story, or a concrete how-to",iCvmsMzlF7o,YES,REPLACE,"10, 20, 42",,duplicate of week 10
Adult,23,2,Grief and Growth — What Endings Make Possible,Completing the Close,"Grief is not only about death. It is the appropriate response to any genuine loss — of a relationship, an identity, a version of your future, a belief that no longer holds. Most of us have been taught to get through grief quickly rather than move through it honestly. This week we honour what grief actually is — and what becomes possible on the other side.","8–15 min · TED / RSA / the speaker's own channel · evidence, a personal story, or a concrete how-to",khkJkR-ipfw,,KEEP,,,
Adult,24,2,Rewiring Fear — From Threat to Signal,Calibrating the Threat Sensor,"Fear is not the problem. Fear is information. But most of us have fear responses that are miscalibrated — firing at situations that don't warrant the intensity, categorising opportunity as threat, treating discomfort as danger. This week we examine our fear responses, understand their origins, and begin the rewiring.","8–15 min · TED / RSA / the speaker's own channel · evidence, a personal story, or a concrete how-to",RcGyVTAoXEU,,KEEP,,,
Adult,25,2,The Stories That No Longer Serve,Writing the Upgrade,"In Phase 1 we identified the stories we carry. Now, in the final weeks of Phase 2, we do the unlearning. Not all stories can be released immediately — but some of them are ready. This week we identify which stories have passed their use-by date — and practise the deliberate, conscious act of writing a new one.","8–15 min · TED / RSA / the speaker's own channel · evidence, a personal story, or a concrete how-to",D9Ihs241zeg,YES,REPLACE,2,,duplicate of week 2
Adult,26,2,Integration — What We Have Released,Cleared Ground,"Thirteen weeks of unlearning. Phase 2 closes with integration — taking stock of what has been released, what has been rewired, and what you're carrying into Phase 3 lighter than you arrived. This is not a summary. It is a ceremony of release — and a threshold into rebuilding.","8–15 min · TED / RSA / the speaker's own channel · evidence, a personal story, or a concrete how-to",sPOuCd6cBao,YES,REPLACE,"13, 39, 51, 52",,duplicate of week 13
Adult,27,3,Who Are You Now? — Rebuilding Identity,Configuration Begins,"Having released much of what was inherited, imposed, or outdated in Phase 2, the question that opens Phase 3 is genuinely new: who are you now? Not the story you were given, not the role you were assigned — but the person currently standing on cleared ground, with the ability to consciously author what comes next.","8–15 min · TED / RSA / the speaker's own channel · evidence, a personal story, or a concrete how-to",iG9CE55wbtY,YES,REPLACE,14,,duplicate of week 14
Adult,28,3,What Do You Actually Value?,Setting the Priority Hierarchy,"Values are not what we say we believe — they are what we demonstrate through our choices, our time, and our energy. Most people have never explicitly identified their core values. Most people's lives are organised around values they absorbed — approval, security, success — rather than values they chose. This week we get explicit.","8–15 min · TED / RSA / the speaker's own channel · evidence, a personal story, or a concrete how-to",jHeeHg_MXNE,YES,KEEP,43,,weeks 43 will move off this one
Adult,29,3,The Habits That Build You,Installing the New Architecture,"In Phase 1 we mapped existing habits. In Phase 3 we build new ones — deliberately, from identity, aligned with values. Not willpower-based habits that exhaust and fail, but identity-based habits that compound quietly into the person you are becoming. This is where the rebuild becomes daily.","8–15 min · TED / RSA / the speaker's own channel · evidence, a personal story, or a concrete how-to",W1eYrhGeffc,,KEEP,,,
Adult,30,3,Your Body as Foundation,The Hardware Layer,"The body is not the vehicle that carries you through your personal development journey — it IS the journey. Sleep, movement, nourishment, and breath are not the lifestyle habits you'll get to once the important work is done. They are the substrate of every other capacity: attention, emotional regulation, resilience, creativity, and connection all run on physiological hardware.","8–15 min · TED / RSA / the speaker's own channel · evidence, a personal story, or a concrete how-to",5MuIMqhT8oY,,KEEP,,,
Adult,31,3,The People You Choose,Designing the Social Environment,"You are a relational being. The people you spend the most time with are not just company — they are a constant source of input that shapes your nervous system, your beliefs, your ambitions, and your sense of what is possible. Rebuilding means becoming intentional about that input.","8–15 min · TED / RSA / the speaker's own channel · evidence, a personal story, or a concrete how-to",q4g_cxMWnMk,,KEEP,,,
Adult,32,3,How You Speak to Yourself,The Daily Soundtrack,In Phase 1 we identified the inner critic. In Phase 2 we built the inner coach. In Phase 3 we practise the daily language — the specific quality of internal dialogue that becomes the running soundtrack of a life. The way you habitually speak to yourself is the water you swim in. This week we make it deliberately nourishing.,"8–15 min · TED / RSA / the speaker's own channel · evidence, a personal story, or a concrete how-to",NiuDFBNDoSk,YES,REPLACE,15,,duplicate of week 15
Adult,33,3,Creating Structure That Serves You,Designing the Container,"Most people relate to structure as something imposed — schedules, systems, rules that constrain. The rebuild inverts this: structure is a tool of freedom. A thoughtfully designed daily architecture reduces decision fatigue, protects your values, and creates the conditions in which your best work, your deepest connections, and your genuine rest can all happen.","8–15 min · TED / RSA / the speaker's own channel · evidence, a personal story, or a concrete how-to",gTaJhjQHcf8,,KEEP,,,
Adult,34,3,"Rest as a Practice, Not a Reward",Scheduled Maintenance,"Most of us treat rest as what happens after the work is done — the reward for sufficient productivity. This is backwards. Rest is not the recovery from life. It is the condition in which life's highest-quality work, deepest connections, and most genuine insights become possible. This week we rebuild our relationship with rest.","8–15 min · TED / RSA / the speaker's own channel · evidence, a personal story, or a concrete how-to",9y1xyXtYAsg,,KEEP,,,
Adult,35,3,Creativity and Expression,Restoring the Output Channel,"Creativity is not a talent possessed by some and absent in others. It is a fundamental human capacity — the ability to make meaning, to express what is true, to bring something new into existence. When creativity is absent from a life, something essential goes unexpressed. This week we reclaim it.","8–15 min · TED / RSA / the speaker's own channel · evidence, a personal story, or a concrete how-to",86x-u-tz0MA,,KEEP,,,
Adult,36,3,Purpose — What You're Here For,Orienting Toward What Is Genuinely Yours,"Purpose is not a destination to find — it is a direction to orient toward. It is not assigned at birth or discovered in a single moment — it is cultivated through honest reflection on what you care about, what you're good at, what the world needs, and what gives you energy. This week we orient.","8–15 min · TED / RSA / the speaker's own channel · evidence, a personal story, or a concrete how-to",fLJsdqxnZb0,,KEEP,,,
Adult,37,3,"Money, Abundance and Your Relationship With Resources",Rebuilding the Resource Relationship,"Few areas of human life carry more inherited story, more unexamined shame, more contradictory programming than money and material resources. We rebuild this relationship not from financial advice, but from honest self-inquiry: what stories were you given about money, what do they cost you, and what would a genuinely healthy, values-aligned relationship with resources look and feel like?","8–15 min · TED / RSA / the speaker's own channel · evidence, a personal story, or a concrete how-to",8gxNHkQBkF8,,KEEP,,,
Adult,38,3,The Community You Build,Building the Ecology of Growth,"Human beings are not designed for isolation. We are designed for community — the sustained experience of being known, belonging, contributing, and being contributed to by a group with shared values and shared life. Most contemporary adults are chronically under-communal. Phase 3 closes by rebuilding community as a deliberate practice.","8–15 min · TED / RSA / the speaker's own channel · evidence, a personal story, or a concrete how-to",q4g_cxMWnMg,,KEEP,,,
Adult,39,3,Integration — Who You Are Becoming,The Foundation Is Laid,"Thirteen weeks of rebuilding. Phase 3 closes with integration — taking stock of the identity that has been constructed, the habits that have been planted, the values that have been named, the community that has been invested in. This is not a summary. It is a threshold into Phase 4: Live It.","8–15 min · TED / RSA / the speaker's own channel · evidence, a personal story, or a concrete how-to",sPOuCd6cBao,YES,REPLACE,"13, 26, 51, 52",,duplicate of week 13
Adult,40,4,From Self-Development to Service,The Turn Outward,"Three phases of inner work — seeing, unlearning, rebuilding — have been preparation for this: the turn outward. Phase 4 is not about more self-development. It is about the natural expression of genuine development: service. When you have done the inner work, you have something real to give. This week we make the turn.","8–15 min · TED / RSA / the speaker's own channel · evidence, a personal story, or a concrete how-to",lmyZMtPVodo,YES,REPLACE,1,,duplicate of week 1
Adult,41,4,Teaching What You've Learned,The Test of Understanding,"The deepest form of learning is teaching. When you explain what you know to someone else — when you put your understanding into words that another person can receive — you discover what you actually know versus what you only think you know. Phase 4 includes teaching as a practice, not just an activity.","8–15 min · TED / RSA / the speaker's own channel · evidence, a personal story, or a concrete how-to",FLbqzbAaEiI,,KEEP,,,
Adult,42,4,The Courage to Be Seen,Going Live,"Living It — Phase 4 — requires something that all the inner work has been building toward: the courage to be genuinely seen. Not the performance of authenticity, not carefully managed vulnerability, but the actual lived experience of being known — in your community, your work, your relationships — as the person you have genuinely become.","8–15 min · TED / RSA / the speaker's own channel · evidence, a personal story, or a concrete how-to",iCvmsMzlF7o,YES,REPLACE,"10, 20, 22",,duplicate of week 10
Adult,43,4,Living Your Values Under Pressure,Values Under Load,"Values are easy to hold in quiet moments. The test is whether they hold under pressure — when it costs something to live them, when the easier path is compromise, when the people around you expect something different. This week is about the practice of values-integrity when it genuinely matters.","8–15 min · TED / RSA / the speaker's own channel · evidence, a personal story, or a concrete how-to",jHeeHg_MXNE,YES,REPLACE,28,,duplicate of week 28
Adult,44,4,Conflict as a Growth Practice,The Interface Layer,"Conflict is not the opposite of growth. For most people it is the primary site of it — the place where values meet reality, where differences become visible, where the quality of all the inner work is actually tested. Most people manage conflict rather than engage it. Phase 4 treats it as a practice.","8–15 min · TED / RSA / the speaker's own channel · evidence, a personal story, or a concrete how-to",l7ToNudVd2I,,KEEP,,,
Adult,45,4,Generosity as a Way of Being,Hands Open,"Generosity is not an occasional act. It is an orientation — a way of moving through the world that sees abundance rather than scarcity, that gives freely from what has been developed and cultivated, that trusts that contribution does not diminish the contributor. Phase 4 cultivates generosity not as a behaviour but as a practice of being.","8–15 min · TED / RSA / the speaker's own channel · evidence, a personal story, or a concrete how-to",M7SBFnFvPeY,,KEEP,,,
